gene,mouse_pooled_g,mouse_se,mouse_ci_low,mouse_ci_high,mouse_tau2,mouse_I2,mouse_same_direction_3of3,human_hedges_g,human_var_g,human_ci_low,human_ci_high,human_n_case,human_n_control,source_human_log2FC,source_human_Wald_stat,source_human_p,source_human_FDR,state,prespecified_state_gene,same_direction_mouse_human,human_contrast,interpretation_boundary
DNHD1,-0.2708448541671276,0.4840833417839782,-1.2196482040637249,0.6779584957294698,0.0,0.0,False,-0.3755051447925232,0.42547942377702,-1.653989307534401,0.9029790179493544,4,6,-1.05662628982234,-2.56713277054764,0.0102543340832702,0.0684071137793999,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DNLZ,1.7797965435155956,1.2480438803078167,-0.6663694618877252,4.2259625489189165,2.537724219980011,62.81012753423097,True,2.3784831831830666,0.7702405574594575,0.658321526379773,4.09864483998636,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DNM1,-1.162382763455597,0.9056715454627126,-2.9374989925625137,0.6127334656513197,1.3576242886808334,55.68558967473521,False,-0.16885638329225494,0.4184486965528255,-1.4367335511114938,1.099020784526984,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DNM1L,-0.04942779946689886,0.49071656743813064,-1.0112322716456348,0.9123766727118371,0.0,0.0,False,-0.8590256791110008,0.46278698650242395,-2.192383278312247,0.4743319200902455,4,6,-0.46026442945191,-2.85311987629961,0.0043292287076056,0.0392418767011022,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DNM2,-1.4711101615905757,0.8981167366227072,-3.231418965371082,0.2891986421899304,1.2853418462683854,53.050029282951606,True,-1.137025109850197,0.4974682979435324,-2.519441188091431,0.24539096839103736,4,6,-0.854949798998902,-4.606353876345,4.09790785653152e-06,0.0003061378222232,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DNM3,-0.8548416015256852,0.5176510207144103,-1.8694376021259294,0.1597543990745589,0.0,0.0,True,-2.2168785898031285,0.7238260842871359,-3.8844067860857163,-0.5493503935205406,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DNM3OS,-0.5366235619140921,0.4950168600060251,-1.5068566075259011,0.433609483697717,0.0,0.0,True,4.972705623448146,1.9621542427587175,2.2271980676432293,7.718213179253063,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DNMBP,-0.5179476612509165,0.49541468365051866,-1.4889604412059332,0.45306511870410004,0.0,0.0,True,-0.046595442171355715,0.4168023626186132,-1.311976000041463,1.2187851156987517,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DNMT1,-0.49648499462219814,0.7616618085904574,-1.9893421394594946,0.9963721502150984,0.8959198519085187,51.48319406757701,False,-0.14209042287321727,0.4179285221836848,-1.4091792953761857,1.124998449629751,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DNMT3A,-0.5845243345563934,0.4931784744828509,-1.5511541445427812,0.3821054754299943,0.0,0.0,True,-0.41320553922628106,0.4273378427696218,-1.6944787562974017,0.8680676778448397,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DNMT3B,-0.4801059990292045,0.4872384334165273,-1.435093328525598,0.47488133046718894,0.0,0.0,True,-0.09986685097313706,0.41729000341187233,-1.3659874128103773,1.1662537108641031,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DNPEP,1.4612581449470416,0.5753472340181646,0.3335775662714391,2.588938723622644,0.0,0.0,True,-0.1958840633714289,0.41906482705934806,-1.4646943090863629,1.072926182343505,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DNTTIP1,0.3515369329295135,0.523572072869873,-0.6746643298954376,1.3777381957544645,0.04943955292088567,5.769114433715337,False,0.9829859646938465,0.47705800459073494,-0.3707739957259345,2.3367459251136276,4,6,1.40673269967448,2.59082775252795,0.0095745400766168,0.0652867967640453,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DNTTIP2,-0.8354250468967224,1.1139182954624673,-3.0187049060031583,1.3478548122097136,2.629007918283087,71.74809303447958,False,1.641114593416249,0.584995235961903,0.14200896055669432,3.1402202262758037,4,6,1.5167174683854,3.84617801046566,0.0001199746143764,0.0035229539944075,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOC2A,0.21783780162841337,0.5593085158567339,-0.8784068894507852,1.314082492707612,0.17276332888324475,18.286610933259055,False,0.2268719613747565,0.4198835970952935,-1.0431771820056401,1.4969211047551532,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOC2B,1.2480395149320376,1.2994236117030267,-1.2988307640058945,3.7949097938699694,3.765468162278794,75.24983169034823,False,-0.707498522529354,0.44795130162799285,-2.01931014022989,0.6043130951711819,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOCK1,-0.8020821539449409,0.582200856891032,-1.9431958334513637,0.33903152556148186,0.179975755011599,17.551234646076878,False,-0.31484394976417673,0.4228620862106109,-1.5893897474453285,0.9597018479169749,4,6,-0.448250859443244,-2.73027234904741,0.0063282022402279,0.0499181170502456,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOCK10,0.7484336960249157,1.3208280401542734,-1.8403892626774598,3.3372566547272915,4.058878940288102,78.03011550246346,False,-0.39299061248147316,0.4263192680103269,-1.6727359387040273,0.8867547137410811,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOCK11,1.030914895535916,0.5217311413082233,0.008321858571798346,2.0535079325000334,0.0,0.0,True,0.8758541025131349,0.46461169222223475,-0.4601295339289201,2.21183773895519,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOCK2,1.0300659893149011,1.1651473611508023,-1.2536228385406716,3.313754817170474,2.928256816221936,72.89497386949098,False,1.577826373662079,0.5722626707556433,0.09512469227944864,3.0605280550447094,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOCK3,-0.19725044679449635,0.48006117293105904,-1.1381703457393721,0.7436694521503794,0.0,0.0,False,-0.5552619548813719,0.43593640657533433,-1.8493613712709336,0.7388374615081897,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOCK4,-1.1117723264502557,0.5337216482388992,-2.157866756998498,-0.06567789590201323,0.0,0.0,True,1.1735595862577808,0.5027442980727626,-0.21616790338769798,2.5632870759032595,4,6,0.930358136829258,2.24478726530689,0.0247817926857971,0.120412727732041,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOCK5,-0.11625643968758352,0.5492589042590758,-1.192803892035372,0.960291012660205,0.14793905554104284,16.277735416804134,False,-0.50331932609274,0.4324998131678198,-1.7923077986034512,0.7856691464179713,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOCK6,-0.80724089282479,0.5120359619246598,-1.8108313781971233,0.19634959254754325,0.0,0.0,True,-0.5324712806238301,0.43438702070974056,-1.824268934576855,0.7593263733291948,4,6,-0.691827598808526,-2.87394200280975,0.0040538339750152,0.0372735594962582,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOCK7,0.025378387169622756,0.4766516614625388,-0.9088588692969533,0.9596156436361987,0.0,0.0,False,-0.14084589307426626,0.41790651451640964,-1.4079014033682071,1.1262096172196747,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOCK8,0.980217882099937,0.5344820773435766,-0.06736698949347297,2.027802753693347,0.0,0.0,True,1.0164378969713528,0.48123829156663833,-0.3432403814763092,2.376116175419015,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOCK9,0.5433688659816418,0.9139774082139817,-1.2480268541177622,2.3347645860810458,1.5854263597767577,63.529141035227674,False,0.35245601831492274,0.42443074446956724,-0.9244516322042091,1.6293636688340547,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOHH,0.03634748423243932,0.47946160806118526,-0.9033972675674838,0.9760922360323624,0.0,0.0,False,0.451596934640337,0.429412903627701,-0.8327833091255723,1.7359771784062463,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOK1,1.4461223914736845,1.0239833968187282,-0.5608850662910227,3.4531298492383917,1.9447753667433803,62.99180549521692,True,1.6362691696753349,0.5840027163935423,0.13843578932309009,3.1341025500275794,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOK2,1.2699656186873605,1.1801602212198223,-1.043148414903491,3.583079652278212,2.9479268527245406,72.0295417215981,False,1.2767549690958755,0.5185481198611048,-0.13464662409382333,2.6881565622855743,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOK3,1.3534030180190442,0.5528337536672491,0.26984886083123594,2.436957175206852,0.0,0.0,True,1.6152206364773583,0.5797252731980618,0.12288266888500554,3.1075586040697107,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOK4,-1.603848874510516,0.7674604287005318,-3.108071314763558,-0.09962643425747375,0.6110589446303939,33.91250776641895,True,0.7611292489978417,0.45287402502166785,-0.5578706958555456,2.080129193851229,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOK7,-0.37412330832495916,0.5015246812989032,-1.3571116836708093,0.608865067020891,0.0,0.0,False,0.31173903249434076,0.42274049319044843,-0.9626235056557835,1.586101570644465,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOLK,0.013109051532720836,0.4863814490466395,-0.9401985885986925,0.9664166916641341,0.0,0.0,False,1.7106943829815469,0.5995713711644551,0.19302729845168498,3.2283614675114087,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOLPP1,-0.2511188458786107,0.48343308538898805,-1.1986476932410273,0.6964100014838059,0.0,0.0,False,0.6888771559543899,0.44632615016640476,-0.6205526964925675,1.9983070084013472,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DONSON,1.1853144564585836,0.8072015867554588,-0.3968006535821158,2.767429566499283,0.8241434766808888,42.681276296564185,True,0.08317853771387528,0.4170990834876803,-1.1826523511201241,1.3490094265478745,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DOT1L,-0.7519772415926962,0.5145975520818824,-1.7605884436731858,0.2566339604877934,0.0,0.0,True,-0.9794491663874862,0.476624208512738,-2.332593489592714,0.37369515681774157,4,6,-1.38431715404456,-4.41861697062625,9.93345142282429e-06,0.0006103518181299,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPAGT1,1.469265122877492,0.7375333312180741,0.023699793690066917,2.9148304520649173,0.5141810905950784,30.570869288121987,True,0.7582707763575638,0.4526025773090356,-0.5603338122096044,2.076875364924732,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPEP2,0.6607034820328695,0.7131885748723389,-0.7371461247169145,2.0585530887826535,0.6751721489745999,44.20430575762288,False,-0.22910774539702242,0.41994731410422337,-1.4992532496061994,1.0410377588121544,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPF1,0.07310757641725614,0.7742773791007164,-1.4444760866201478,1.5906912394546602,0.9699303801503288,53.937499926931686,False,0.36440537310170845,0.4249661214132539,-0.9133073692708313,1.6421181154742484,4,6,-2.41338071696635,-2.81269133327111,0.0049128785676194,0.0426622617495844,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPF2,0.06750246533494081,0.47678036831811055,-0.8669870565685558,1.0019919872384375,0.0,0.0,False,-0.81593598492944,0.45827613738559014,-2.1427794607699338,0.5109074909110537,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPF3,-0.6247568380265814,0.713636662361522,-2.0234846962551645,0.7739710202020017,0.6833178417879342,44.685444228678016,False,-0.6960964404744104,0.4469510575692382,-2.0064426476875976,0.6142497667387768,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPH1,0.8169328777709635,0.6471373281774327,-0.4514562854568047,2.0853220409987316,0.36925823332007074,28.841630308195665,False,0.4235426101570833,0.4278784380803339,-0.8585407754810782,1.7056259957952449,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPH2,-0.1743935214772844,0.6798129296460574,-1.506826863583557,1.1580398206289881,0.5918128556479184,42.68391678862109,False,1.3850507658149405,0.5365645181594513,-0.050660295980345715,2.8207618276102266,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPH3,0.18501020984216426,0.48980338533189743,-0.7750044254083548,1.1450248450926832,0.0,0.0,False,1.3084412450557557,0.5236678224018577,-0.10991072344112496,2.7267932135526363,4,6,1.00127368786239,2.25893617118598,0.0238873555863547,0.117927858482684,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPH5,2.3261758569320516,0.6998187599473744,0.9545310874351978,3.6978206264289053,0.0,0.0,True,0.5031244248385964,0.4324875533459897,-0.7858457784376289,1.7920946281148218,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPM1,-0.3374628197786464,0.48654337820400534,-1.291087841058497,0.616162201501204,0.0,0.0,False,-0.17980591282130037,0.4186873020595105,-1.4480445100859538,1.0884326844433532,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPM2,0.713983953614516,0.8021439546489497,-0.8582181974974255,2.2861861047264576,0.9635038954474042,50.360454447906235,False,0.8815592276922769,0.4652383336622544,-0.45532505398542933,2.2184435093699832,4,6,1.1826485236622,2.47134040579044,0.0134607618796655,0.0823353560500578,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPM3,0.02627869086499418,0.522376882787375,-0.997579999398261,1.0501373811282493,0.07191197863115574,8.751317049992261,False,1.193259846470329,0.5056584829915662,-0.20048963900415928,2.5870093319448175,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPP10,-0.6880679635398667,0.49733659265578484,-1.6628476851452048,0.28671175806547156,0.0,0.0,True,0.15325344933873053,0.41813458040005536,-1.1141477515699842,1.4206546502474453,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPP3,0.9928416229606154,0.5251284054721613,-0.036410051764820706,2.0220932976860517,0.0,0.0,True,0.5142421190361571,0.4331944764785915,-0.7757810981348198,1.8042653362071341,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPP4,-1.7146618556230817,0.5991254299511757,-2.888947698327386,-0.5403760129187773,0.0,0.0,True,1.1717284478573282,0.5024758888865507,-0.21762801279147626,2.5610849085061327,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPP6,-0.14603534151130293,0.49079925449057876,-1.1080018803128373,0.8159311972902314,0.0,0.0,False,-0.4699019277827884,0.4304671555250405,-1.7558578464149144,0.8160539908493377,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPP7,0.3836146706078267,0.6097298675828559,-0.8114558698545706,1.578685211070224,0.2923226226431782,25.59008928237888,False,0.9303728145243383,0.47076626504203783,-0.4144303992528643,2.2751760283015408,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPP8,-0.932939643274062,0.5141244589412838,-1.9406235827989782,0.07474429625085421,0.0,0.0,True,-1.3113150021019866,0.5241383563377751,-2.730304047058711,0.10767404285473758,4,6,-0.705210621723622,-3.30009429944135,0.000966523460734,0.0147889734353281,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPP9,0.10752320709280824,0.48241647161283424,-0.8380130772683468,1.0530594914539633,0.0,0.0,False,0.20514610536266464,0.41929697445075853,-1.064015530147184,1.4743077408725134,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPY19L1,-0.7444154164492687,0.5036616317525033,-1.7315922146841753,0.2427613817856379,0.0,0.0,True,0.9480688651902249,0.47284382748810927,-0.39969849146978875,2.2958362218502386,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPY19L3,0.47935680442044176,0.5051806414055813,-0.5107972527344975,1.4695108615753811,0.0,0.0,False,-1.0934605589531625,0.4913951662908018,-2.4674124033868545,0.2804912854805295,4,6,-0.614703145702291,-2.6363803602786,0.0083795743883917,0.059733724821253,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPY19L4,-0.32175863512888875,0.48250291490910324,-1.267464348350731,0.6239470780929537,0.0,0.0,True,-0.9536124979030667,0.47350271642647457,-2.302318557585437,0.39509356177930344,4,6,-1.11232726767059,-3.7472959003987,0.0001787511768895,0.0046317738520829,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPY30,0.7616045335252687,1.170227405263983,-1.5320411807921381,3.0552502478426753,2.8241278501817213,71.69231115393823,False,0.6446521685652132,0.4426401928189062,-0.6593595509883764,1.9486638881188028,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPYD,-0.6881688012531642,1.0223561889017165,-2.6919869315005283,1.3156493289942002,2.0353044698151406,66.51483894934951,False,-0.36753701530468963,0.42510938276785915,-1.6454651059424248,0.9103910753330454,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPYSL2,-1.3266722639520157,0.5583308573919206,-2.42100074444018,-0.23234378346385132,0.0,0.0,True,0.11642208527527148,0.41751379803790684,-1.150037944312091,1.382882114862634,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DPYSL3,0.3605896863485501,0.49193336174168817,-0.6035997026651587,1.3247790753622588,0.0,0.0,False,0.4004531000160401,0.4266893344986952,-0.8798475472579459,1.680753747290026,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DQX1,-0.46968362736876096,0.5556756371901997,-1.5588078762615525,0.6194406215240305,0.13662723130888976,14.532706545713792,False,0.73748078277343,0.45065903572667365,-0.578289619556547,2.0532511851034068,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DR1,1.0496330105983338,0.7437203507005812,-0.40805887677480523,2.507324897971473,0.695221696312958,41.81342269413111,False,0.11451570146311045,0.41748628203426597,-1.1519025947813952,1.380933997707616,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DRAM1,1.9769659422394483,0.6257072677546879,0.7505796974402601,3.203352187038637,0.0,0.0,True,0.10081748565020132,0.4173019270049685,-1.1653211650442188,1.3669561363446214,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DRAM2,-0.23319461368195993,0.4797778665134971,-1.1735592320484143,0.7071700046844943,0.0,0.0,True,1.5708103454095816,0.5708819879945273,0.08989838142260109,3.0517223093965624,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DRAP1,0.28328932022811754,0.5010535454885882,-0.6987756289295153,1.2653542693857502,0.0,0.0,False,1.1075975300723626,0.4933399347055666,-0.26907043758174987,2.484265497726475,4,6,1.76332100807247,2.70507249181269,0.0068289485056395,0.0524430210259244,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DRG1,0.8772606950671255,1.1560726154998275,-1.3886416313125367,3.1431630214467874,2.7438081543300368,71.10879350672877,False,-0.0844356576964615,0.4171122529348313,-1.3502865299853135,1.1814152145923904,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DRG2,0.5592862962913122,0.5076866101961947,-0.4357794596932293,1.5543520522758536,0.0,0.0,False,0.9754651924638222,0.47613743802344677,-0.3769879793358053,2.32791836426345,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DROSHA,-0.5007891604317781,0.5022445453028425,-1.4851884692253492,0.48361014836179306,0.0,0.0,False,0.180881852770139,0.4187115569580141,-1.0873934790131086,1.4491571845533866,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DRP2,-0.38226569576624936,0.6150275965614017,-1.5877197850265967,0.823188393494098,0.33816593479947665,29.643837906110377,False,0.6627992908389471,0.4441230979127049,-0.6433949110090964,1.9689934926869905,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DSCAML1,-0.4976362822980085,0.4975226170961753,-1.472780611806512,0.4775080472104951,0.0,0.0,False,-0.9244259067138703,0.47007687022940176,-2.26824408811836,0.41939227469061935,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DSCC1,0.23325879216355724,0.4812956669433241,-0.710080715045358,1.1765982993724724,0.0,0.0,False,-0.04562238003732579,0.41679675426418356,-1.3109944246081262,1.2197496645334744,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DSE,0.5838678324213397,0.5064211969964478,-0.40871771369169807,1.5764533785343775,0.0,0.0,True,0.838727727641147,0.4606331792362968,-0.491523534848071,2.168978990130365,4,6,0.778954140619963,2.23605302955266,0.0253482976999568,0.122579107392461,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DSEL,-0.21454335754053064,0.6641291729513803,-1.516236536525236,1.0871498214441746,0.5244030733776344,39.5976296900195,False,0.4564300642655369,0.4296871918895068,-0.8283603141085888,1.7412204426396625,4,6,3.45077405277474,4.57635854379381,4.73139373472026e-06,0.0003477518864546,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DSG2,0.25737823937275894,0.4829203288863836,-0.6891456052445528,1.2039020839900707,0.0,0.0,False,0.6628009216919921,0.44412323302890133,-0.6433934788486881,1.9689953222326724,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DSN1,0.11043650440667159,0.48755487267964304,-0.8451710460454287,1.066044054858772,0.0,0.0,False,-0.5578931626800451,0.43611946547698816,-1.8522642603859532,0.7364779350258631,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DSP,-0.3863180137369877,0.48572751555602267,-1.3383439442267921,0.5657079167528167,0.0,0.0,True,0.4443366284155329,0.4290063566261469,-0.8394354773785623,1.728108734209628,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
DST,-0.10392828620817736,0.47802746102448623,-1.0408621098161703,0.8330055373998156,0.0,0.0,False,-0.8249269680039784,0.4591981980754315,-2.153104590811477,0.50325065480352,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
